"Name","City","State","Access","Count","Latitude","Longitude","Wall","Proshop","Indoor","Lights","Surface"
"Centerpointe","Houston - Galveston - Brazoria","TX","Private",2,29.4954655,-95.1032889,"No","No","No","Yes","Hard"
"Deerfield","Jacksonville","FL","Private",1,30.3036874,-81.7478943,"No","No","No","Yes","Hard"
"Liberty Square","Orlando","FL","Private",2,28.5232666,-81.3012207,"No","No","No","Yes","Hard"
"Mayfair Apartments","Milwaukee","WI","Private",2,43.1142987,-88.0544007,"No","No","No","No","Hard"
"Piedmont Tennis Center","Atlanta","GA","Public",12,33.7874404,-84.3738735,"Yes","No","No","Yes","Hard"
"Klapprich Park","Minneapolis-St. Paul","MN","Public",3,44.974582,-93.5138226,"No","No","No","No","Hard"
"Summit Creek","Atlanta","GA","Private",2,33.8400601,-83.9602661,"No","No","No","No","Hard"
"Shadow Rock Lakes","Atlanta","GA","Private",4,33.7661801,-84.1466045,"No","No","No","Yes","Hard"
"Willamette Manor Park","Portland","OR","Public",1,44.9823155,-123.0297732,"No","No","No","No","Hard"
"Valley View High School","Los Angeles","CA","Public",8,33.9309428,-117.1949708,"Yes","No","No","No","Hard"
"Summer Breeze","Los Angeles","CA","Private",1,33.5053495,-117.1425068,"No","No","No","Yes","Hard"
"Quail Canyon","Phoenix","AZ","Private",1,33.4058031,-111.9084442,"No","No","No","Yes","Hard"
"The Islands","Phoenix","AZ","Private",1,33.3295063,-111.8147063,"No","No","No","Yes","Hard"
"Woodland Villas","San Francisco - Oakland - San Jose","CA","Private",2,37.6747347,-121.87608,"No","No","No","No","Hard"
"Woodfield Park","San Francisco - Oakland - San Jose","CA","Public",2,38.0076097,-122.2519004,"No","No","No","No","Hard"
"Youngblood Coleman Playground","San Francisco - Oakland - San Jose","CA","Public",2,37.7383534,-122.3835647,"No","No","No","Yes","Hard"
"Magnuson Community Center","Seattle","WA","Public",1,47.681122,-122.2613418,"No","No","No","No","Hard"
"Fallbrook High School","San Diego","CA","Public",6,33.3478362,-117.2400427,"Yes","No","No","No","Hard"
"Conrad Miami Residences","Miami-Fort Lauderdale","FL","Private",2,25.7602521,-80.1908398,"No","No","No","Yes","Hard"
"Dan F. Long Middle School","Dallas - Fort Worth","TX","Public",2,32.9987302,-96.8704033,"No","No","No","No","Hard"
"J.W. Williams Middle School","Dallas - Fort Worth","TX","Public",4,32.9626945,-96.454221,"No","No","No","Yes","Hard"
"Edna Mae Washington Park","Houston - Galveston - Brazoria","TX","Public",1,29.8073869,-95.0200975,"No","No","No","Yes","Hard"
"Jackson Intermediate School","Houston - Galveston - Brazoria","TX","Public",2,29.6995303,-95.200173,"No","No","No","No","Hard"
"Liberty High School","Houston - Galveston - Brazoria","TX","Public",6,30.074442,-94.7886443,"No","No","No","Yes","Hard"
"Wheatstone Village - Copperstone","Houston - Galveston - Brazoria","TX","Private",1,29.8986427,-95.6543005,"No","No","No","Yes","Hard"
"Autumn Run","Houston - Galveston - Brazoria","TX","Private",1,29.8742527,-95.6870341,"No","No","No","Yes","Hard"
"President Country Club","West Palm Beach - Boca Raton","FL","Private",2,26.7304427,-80.0783372,"No","No","No","No","Hard"
"Lakeridge Falls","West Palm Beach - Boca Raton","FL","Private",2,26.4948111,-80.1628911,"No","No","No","Yes","Clay"
"The Villas at Andalucia","Tampa-St. Petersburg-Clearwater","FL","Private",2,27.7776582,-82.4326515,"No","No","No","Yes","Clay"
"Paradise Island","Jacksonville","FL","Private",2,30.2020395,-81.5466321,"No","No","No","Yes","Hard"
"Northlake Village","Orlando","FL","Private",1,28.7519568,-81.2914842,"No","No","No","Yes","Hard"
"Bluffview Heights of Camino Real","San Antonio","TX","Private",2,29.5650307,-98.4973776,"No","No","No","Yes","Hard"
"Water s Edge Apartments","Denver","CO","Private",1,39.6548123,-105.0654423,"No","No","No","Yes","Hard"
"Rosewood","Atlanta","GA","Private",1,34.2181279,-84.8178327,"No","No","No","No","Hard"
"Princeton Mill","Atlanta","GA","Private",2,33.9697548,-84.4706905,"No","No","No","No","Hard"
"Chippewa Valley High School","Detroit","MI","Public",8,42.6107327,-82.9393637,"No","No","No","No","Hard"
"Dallas High School","Portland","OR","Public",4,44.9168629,-123.300097,"No","No","No","Yes","Hard"
"Garfield Park","Grand Rapids","MI","Public",3,42.9266714,-85.6605828,"Yes","No","No","Yes","Hard"
"Hawthorne High School","Los Angeles","CA","Public",3,33.9190402,-118.3635449,"Yes","No","No","No","Hard"
"Brookside Park Apartments","Los Angeles","CA","Private",1,34.0486326,-117.2028673,"No","No","No","No","Hard"
"Vermont Canyon Tennis Court","Los Angeles","CA","Public",12,34.121584,-118.2936037,"Yes","No","No","No","Hard"
"Fairwood Villa","Seattle","WA","Private",1,47.446353,-122.1458566,"No","No","No","No","Hard"
"Capistrano Park","San Diego","CA","Public",2,33.21205,-117.3830473,"No","No","No","Yes","Hard"
"La Mirage","San Diego","CA","Private",2,32.7949318,-117.1100414,"No","No","No","Yes","Hard"
"La Costa Hills","San Diego","CA","Private",1,33.0797477,-117.2309232,"No","No","No","Yes","Hard"
"Renaissance Apartments","Fresno","CA","Private",1,36.8201759,-119.7845149,"No","No","No","Yes","Hard"
"Canyon Ridge","Dallas - Fort Worth","TX","Private",1,32.9116758,-96.454972,"No","No","No","No","Hard"
"Westbelt Town & Country Townhomes","Houston - Galveston - Brazoria","TX","Private",5,29.7491953,-95.5567646,"Yes","No","No","Yes","Hard"
"Westhollow Villa","Houston - Galveston - Brazoria","TX","Private",1,29.7315235,-95.6320488,"No","No","No","No","Hard"
"Oaks Middle School","Los Angeles","CA","Public",4,34.0508727,-117.6742816,"Yes","No","No","No","Hard"
"Ashford Hollow","Houston - Galveston - Brazoria","TX","Private",1,29.7393793,-95.6039044,"Yes","No","No","Yes","Hard"
"The Palms at Brandon","Tampa-St. Petersburg-Clearwater","FL","Private",2,27.9331379,-82.2978222,"No","No","No","No","Hard"
"Seven Springs Middle School","Tampa-St. Petersburg-Clearwater","FL","Public",4,28.195922,-82.67272,"No","No","No","No","Hard"
"Sutton Place","Orlando","FL","Private",2,28.5965754,-81.2910578,"No","No","No","Yes","Hard"
"Springlake Village","Orlando","FL","Private",2,28.3363816,-81.2886411,"No","No","No","Yes","Hard"
"Chautauqua Park","Denver","CO","Public",1,39.9987618,-105.27949,"No","No","No","No","Hard"
"Duncan Park","Atlanta","GA","Public",2,33.5732504,-84.598825,"No","No","No","Yes","Hard"
"Barrington Canyon","Atlanta","GA","Private",2,33.9841769,-84.3519652,"No","No","No","Yes","Hard"
"Terraces At Towne Lake","Atlanta","GA","Private",2,34.1035786,-84.5491827,"No","No","No","Yes","Hard"
"Sugar Mill","Atlanta","GA","Private",10,34.037351,-84.1657877,"No","No","No","Yes","Hard"
"Oak Hill Apartments","Detroit","MI","Private",2,42.6252283,-83.0615544,"No","No","No","Yes","Hard"
"Memorial Middle School","Atlanta","GA","Public",2,33.6022259,-83.9895344,"No","No","No","No","Hard"
"Lakemont","Atlanta","GA","Private",4,33.4280478,-84.4742203,"No","No","No","Yes","Hard"
"Seavy Street Park","Atlanta","GA","Public",2,33.300574,-84.5480132,"No","No","No","Yes","Hard"
"Quailbrook East Condominium","Salt Lake City","UT","Private",1,40.6689126,-111.8597031,"No","No","No","No","Hard"
"Mountain View Villas","Los Angeles","CA","Private",7,33.7887868,-116.447289,"No","No","No","Yes","Hard"
"Jeremy Cove","Salt Lake City","UT","Private",2,40.7589686,-111.5885639,"No","No","No","No","Hard"
"Via Verde","Los Angeles","CA","Private",3,33.7358634,-117.9969728,"No","No","No","Yes","Hard"
"Antelope Valley College","Los Angeles","CA","Public",8,34.6779967,-118.1884181,"Yes","No","No","Yes","Hard"
"Whisman Park","San Francisco - Oakland - San Jose","CA","Public",4,37.4012044,-122.0661736,"No","No","No","No","Hard"
"Enatai Neighborhood Park","Seattle","WA","Public",2,47.5879022,-122.1970332,"Yes","No","No","No","Hard"
"Forest Ridge Park","Seattle","WA","Public",1,47.5640247,-122.6572144,"No","No","No","No","Hard"
"Watermark Tower","Seattle","WA","Private",1,47.6054831,-122.3379779,"No","No","No","No","Hard"
"Community Park","San Diego","CA","Public",2,32.9541334,-117.0484471,"No","No","No","Yes","Hard"
"Ocean One","Miami-Fort Lauderdale","FL","Private",2,25.9561443,-80.1194072,"No","No","No","No","Hard"
"Round Rock High School","Austin-San Marcos","TX","Public",8,30.5054839,-97.6990986,"No","No","No","No","Hard"
"Northcrest Playground","Minneapolis-St. Paul","MN","Public",2,44.8556862,-93.324447,"No","No","No","No","Hard"
"Eastview Recreation Center","Minneapolis-St. Paul","MN","Public",2,44.9604822,-93.029927,"Yes","No","No","No","Hard"
"Aragon High School","San Francisco - Oakland - San Jose","CA","Public",8,37.5491708,-122.3290086,"Yes","No","No","No","Hard"
"Princeton Walk","Atlanta","GA","Private",2,33.9783763,-84.4225287,"Yes","No","No","Yes","Hard"
"Jefferson Square","Atlanta","GA","Private",1,33.790044,-84.2737198,"No","No","No","Yes","Hard"
"Community Center/Hunt Field","Los Angeles","CA","Public",1,33.5548161,-117.2119868,"No","No","No","Yes","Hard"
"Palm Springs Deauville","Los Angeles","CA","Private",2,33.82843,-116.5405762,"No","No","No","Yes","Hard"
"Bixby Riviera","Los Angeles","CA","Private",1,33.775384,-118.1100762,"No","No","No","Yes","Hard"
"Indian Hills","Los Angeles","CA","Private",3,33.6936021,-116.3991487,"No","No","No","No","Hard"
"San Leandro High School","San Francisco - Oakland - San Jose","CA","Public",8,37.7178435,-122.1405137,"No","No","No","Yes","Hard"
"SW 312th Sports Courts","Seattle","WA","Public",1,47.3226288,-122.3493397,"No","No","No","No","Hard"
"Tiburon Linear Park","San Francisco - Oakland - San Jose","CA","Public",2,37.8794857,-122.4646962,"No","No","No","No","Hard"
"La Costa Valley","San Diego","CA","Private",2,33.076781,-117.253046,"No","No","No","Yes","Hard"
"Rio Linda High School","Sacramento-Yolo","CA","Public",8,38.6820676,-121.4411223,"Yes","No","No","No","Hard"
"Miami Municipal Golf Course","Miami-Fort Lauderdale","FL","Public",1,25.8012918,-80.1303291,"No","No","No","Yes","Hard"
"Granbury High School","Dallas - Fort Worth","TX","Public",8,32.4433548,-97.8106785,"Yes","No","No","No","Hard"
"The Circle at Inverrary","Miami-Fort Lauderdale","FL","Private",4,26.1590974,-80.2287555,"No","No","No","Yes","Hard"
"Bridgeview","Tampa-St. Petersburg-Clearwater","FL","Private",2,27.9952919,-82.5625026,"No","No","No","Yes","Hard"
"Heritage Park","Jacksonville","FL","Private",2,29.9285407,-81.3587379,"No","No","No","No","Hard"
"Georgetown East View High School","Austin-San Marcos","TX","Public",5,30.6401829,-97.6202202,"No","No","No","No","Hard"
"Streamwood Estates Condominiums","Detroit","MI","Private",1,42.6534439,-83.1659031,"No","No","No","No","Hard"
"Jefferson/Whittier Middle School","Detroit","MI","Public",2,42.612912,-83.2922566,"No","No","No","No","Hard"
"Foxcroft","Atlanta","GA","Private",3,33.9413929,-84.3713522,"Yes","No","No","Yes","Hard"
"Surrey Heights","Minneapolis-St. Paul","MN","Private",2,44.8313054,-93.1749094,"No","No","No","No","Hard"
"Villas at Newnan Crossing","Atlanta","GA","Private",1,33.3912747,-84.7442973,"No","No","No","Yes","Hard"
"Laurel Gardens Condominiums","Detroit","MI","Private",2,42.2917071,-83.6682808,"No","No","No","No","Hard"
"North Carroll High School","Baltimore","MD","Public",6,39.6097797,-76.863302,"No","No","No","No","Hard"
"Wynfield Townhouses","Hartford","CT","Private",2,41.8315839,-72.7529454,"No","No","No","No","Hard"
"Rustic Canyon Recreation Center","Los Angeles","CA","Public",6,34.0390047,-118.5143065,"Yes","No","No","No","Hard"
"Irvine High School","Los Angeles","CA","Public",12,33.7023318,-117.7789843,"Yes","No","No","Yes","Hard"
"Raney Intermediate School","Los Angeles","CA","Public",4,33.8623266,-117.5823462,"No","No","No","No","Hard"
"Barry Goldwater High School","Phoenix","AZ","Public",8,33.6798719,-112.1214867,"Yes","No","No","No","Hard"
"Pinole Valley High School","San Francisco - Oakland - San Jose","CA","Public",3,37.9907767,-122.2870588,"Yes","No","No","No","Hard"
"Field House Park","Seattle","WA","Public",2,47.405306,-122.3204684,"No","No","No","No","Hard"
"Tres Lagos North","San Francisco - Oakland - San Jose","CA","Private",2,37.9765024,-122.0710552,"No","No","No","No","Hard"
"Marina Bay","San Francisco - Oakland - San Jose","CA","Private",5,37.9137998,-122.3436964,"No","No","No","Yes","Hard"
"Monte Sierra","San Francisco - Oakland - San Jose","CA","Private",1,37.4043579,-122.09041,"No","No","No","No","Hard"
"Greenbriar Colony","Houston - Galveston - Brazoria","TX","Private",2,29.9429517,-95.3574765,"No","No","No","Yes","Hard"
"Einstein Neighborhood Center","Fresno","CA","Public",2,36.7865697,-119.7647202,"No","No","No","Yes","Hard"
"Northwest Park Recreation Center","Dallas - Fort Worth","TX","Public",2,32.84353,-97.0025718,"Yes","No","No","Yes","Hard"
"Greenville High School","Dallas - Fort Worth","TX","Public",8,33.1028934,-96.1194277,"No","No","No","Yes","Hard"
"Beckford Place","Houston - Galveston - Brazoria","TX","Private",2,29.6805821,-95.6089979,"Yes","No","No","Yes","Hard"
"The Mansions In The Forest","Houston - Galveston - Brazoria","TX","Private",1,30.2338158,-95.4705048,"No","No","No","No","Hard"
"Mission Glen Reserves","Houston - Galveston - Brazoria","TX","Private",2,29.6804096,-95.6594718,"No","No","No","Yes","Hard"
"John D. Milner Sports Complex ( Holcomb Street Park)","Atlanta","GA","Public",1,33.6736489,-84.4338584,"No","No","No","No","Hard"
"Farmbrook in Alpharetta","Atlanta","GA","Private",2,34.0252766,-84.2166424,"No","No","No","Yes","Hard"
"Rivercliff (Cobb)","Atlanta","GA","Private",2,33.9358031,-84.4176579,"No","No","No","Yes","Hard"
"Lahser High School","Detroit","MI","Public",7,42.5889278,-83.2707775,"Yes","No","No","No","Hard"
"Furman L. Templeton Elementary School","Baltimore","MD","Public",2,39.3006811,-76.6293383,"No","No","No","No","Hard"
"Settlers Mill","Norfolk-Virginia Beach","VA","Private",1,37.2407046,-76.7588809,"No","No","No","No","Hard"
"University of Connecticut - Storrs Campus","Hartford","CT","Public",6,41.8012389,-72.24383,"Yes","No","No","No","Hard"
"Cedar Hollow","Hartford","CT","Private",1,41.6625009,-72.6342952,"No","No","No","No","Hard"
"Pine Manor","Sacramento-Yolo","CA","Private",2,38.4690969,-121.4279473,"No","No","No","No","Hard"
"Westwood Junior High School","Dallas - Fort Worth","TX","Public",2,32.9598589,-96.7769337,"Yes","No","No","No","Hard"
"Crystal Lakes","Miami-Fort Lauderdale","FL","Private",1,26.1784808,-80.1695001,"No","No","No","No","Hard"
"Sea Ranch Club of Boca","West Palm Beach - Boca Raton","FL","Private",2,26.388208,-80.0683165,"Yes","No","No","No","Clay"
"Hillwood","Jacksonville","FL","Private",1,30.2256907,-81.5550542,"No","No","No","Yes","Hard"
"Millenia West","Orlando","FL","Private",1,28.4843275,-81.407994,"No","No","No","No","Hard"
"Harbour Town","Houston - Galveston - Brazoria","TX","Private",4,30.4082928,-95.5756366,"Yes","No","No","Yes","Hard"
"Bristol Place","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.0935337,-82.4051964,"No","No","No","Yes","Hard"
"Lamar Middle School","Austin-San Marcos","TX","Public",2,30.3367133,-97.7410913,"Yes","No","No","No","Hard"
"Sutherland Crossing","Tampa-St. Petersburg-Clearwater","FL","Private",2,28.0803296,-82.7786994,"No","No","No","No","Hard"
"Woodbridge","San Antonio","TX","Private",2,29.4950826,-98.4376395,"No","No","No","Yes","Hard"
"Fisher Community Center","Richmond-Petersburg","VA","Public",2,37.5468825,-77.582294,"No","No","No","No","Hard"
"Griggs Recreation Center","Minneapolis-St. Paul","MN","Public",1,44.9654374,-93.149457,"No","No","No","No","Hard"
"Martin Luther King Recreation Center","Minneapolis-St. Paul","MN","Public",2,44.9496991,-93.121916,"No","No","No","No","Hard"
"Eastside Tennis Center","Seattle","WA","Public",6,47.6972562,-122.1857948,"No","Yes","No","No","Hard"
"Avalon at Devonshire","Minneapolis-St. Paul","MN","Private",2,44.8178744,-93.2956731,"Yes","No","No","No","Hard"
"North Ridge","Atlanta","GA","Private",1,33.5789801,-84.3364835,"No","No","No","No","Hard"
"Peninsula Park & Rose Garden","Portland","OR","Public",2,45.5694043,-122.6727176,"No","No","No","Yes","Hard"
"St. Mary s Public Elementary School","Portland","OR","Public",2,45.0687698,-122.7925667,"No","No","No","No","Hard"
"Windom Northeast Park","Minneapolis-St. Paul","MN","Public",2,45.0116234,-93.236487,"No","No","No","No","Hard"
"Hickory Farm Apartments","Memphis","TN","Private",1,35.041882,-89.857564,"No","No","No","Yes","Hard"
"Douglass Park","Indianapolis","IN","Public",4,39.8045716,-86.131653,"Yes","No","No","Yes","Hard"
"Live Oak Park","Los Angeles","CA","Public",7,34.1029567,-118.0467439,"No","No","No","Yes","Hard"
"Cabrillo Tennis Center","Los Angeles","CA","Public",9,33.7517836,-117.8410935,"No","No","No","Yes","Hard"
"Glen A. Wilson High School","Los Angeles","CA","Public",6,33.9993081,-117.9450023,"Yes","No","No","No","Hard"
"Villa Mirada","Phoenix","AZ","Private",1,33.4983087,-112.061373,"No","No","No","Yes","Hard"
"Florida International University - Modesto A. Maidique Campus","Miami-Fort Lauderdale","FL","Public",12,25.7577591,-80.3820598,"No","No","No","Yes","Hard"
"South Dade Senior High School","Miami-Fort Lauderdale","FL","Public",6,25.5023004,-80.4590714,"No","No","No","No","Hard"
"Quail Creek","San Diego","CA","Private",1,32.9040465,-117.1249759,"Yes","No","No","Yes","Hard"
"Sunset Club","Miami-Fort Lauderdale","FL","Private",1,25.7057038,-80.2951884,"Yes","No","No","No","Hard"
"Stafford High School","Houston - Galveston - Brazoria","TX","Public",4,29.599926,-95.5394912,"Yes","No","No","Yes","Hard"
"Ashford West","Houston - Galveston - Brazoria","TX","Private",1,29.7541507,-95.6100547,"No","No","No","Yes","Hard"
"Ponderosa High School","Denver","CO","Public",4,39.4344528,-104.75371,"No","No","No","No","Hard"
"Smiley Middle School","Denver","CO","Public",4,39.7531373,-104.92035,"No","No","No","No","Hard"
"Mukwonago High School","Milwaukee","WI","Public",8,42.8735582,-88.3501732,"No","No","No","No","Hard"
"Wesley Place","Atlanta","GA","Private",2,33.9478635,-84.1102982,"No","No","No","Yes","Hard"
"Wheatfields Reserve","Atlanta","GA","Private",4,33.9105017,-83.9446664,"No","No","No","Yes","Hard"
"Northfield Middle School","Minneapolis-St. Paul","MN","Public",8,44.4333661,-93.1631935,"No","No","No","No","Hard"
"Goodrich High School","Detroit","MI","Public",8,42.9152164,-83.5330653,"No","No","No","No","Hard"
"Colonel Summers Park","Portland","OR","Public",2,45.5161509,-122.6467645,"Yes","No","No","Yes","Hard"
